gene_id	gene_name	HCT116_EpiT_01	HCT116_EpiT_02	HCT116_EpiT_03	HCT116_Epi_01	HCT116_Epi_02	HCT116_Epi_03
ADCY7	ADCY7	990.999	1120.999	940.999	1031	1018.001	1017.999
ADCY8	ADCY8	0	0	0	0	0	0
ADCY9	ADCY9	574	640	623	846	841	885
ADCYAP1	ADCYAP1	0	0	0	0	0	0
ADCYAP1R1	ADCYAP1R1	1	2	0	5	3	1
ADD1	ADD1	3462.001	4089	3323	4562	4813.001	4618.999
ADD2	ADD2	2	0	0	2	0	0
ADD3	ADD3	710	752	556	1474	1488	1615.999
ADD3-AS1	ADD3-AS1	0	0	0	0	0	2
ADGB	ADGB	0	0	0	0	0	0
ADH1A	ADH1A	0	0	0	0	0	0
ADH1B	ADH1B	0	0	0	0	0	0
ADH1C	ADH1C	0	0	1	0	0	1
ADH4	ADH4	0	0	0	0	0	0
ADH5	ADH5	3858	4295	3393	4198	4647	3963
ADH6	ADH6	0	0	0	0	0	0
ADH7	ADH7	0	0	0	0	0	0
ADHFE1	ADHFE1	0	6	2	4	0	3
ADI1	ADI1	1646	1670	1455	1911	2219	1928
ADIG	ADIG	0	0	0	0	0	0
ADIPOQ	ADIPOQ	0	0	0	0	0	0
ADIPOQ-AS1	ADIPOQ-AS1	0	0	0	0	0	0
ADIPOR1	ADIPOR1	3445	3671	2995	3625	3889	3485
ADIPOR2	ADIPOR2	3993	4782	3795.999	4429.001	4469.001	4643
ADIRF	ADIRF	873	1013	860	1583	1510	1446.995
ADK	ADK	1582	1752.999	1349.999	1364	1494	1375
ADM	ADM	975	975	910	932	857	899
ADM2	ADM2	198	247	193	233	193	222
ADM5	ADM5	271	291	221	313	308	270
ADNP	ADNP	5516.001	6254.001	5360.999	6388.001	6951.001	7051.999
ADNP2	ADNP2	3996	4752	3632	4069	4437	4191
ADO	ADO	1607	1763	1348	1666	1894	1709
ADORA1	ADORA1	108	130.001	102	259	264.001	211
ADORA2A	ADORA2A	43.849	86.429	106.944	152.359	199.496	144.256
ADORA2A-AS1	ADORA2A-AS1	0	0	0	0	0	0
ADORA2B	ADORA2B	1939	2033	1777	1886	1975	2038
ADORA3	ADORA3	0	0	0	0	0	0
ADPGK	ADPGK	1843	1981	1650	1757	1873	1754.001
ADPGK-AS1	ADPGK-AS1	5	5	7	2	2	0
ADPRH	ADPRH	98	97	99	79	92	85
ADPRHL1	ADPRHL1	171	186	145	234	241	201
ADPRHL2	ADPRHL2	1488	1523	1327	1260	1336	1207
ADPRM	ADPRM	131	119	99	95	116	90
ADRA1A	ADRA1A	0	0	0	0	1	0
ADRA1B	ADRA1B	1	1	0	4	3	3
ADRA1D	ADRA1D	0	0	2	0	0	0
ADRA2A	ADRA2A	8	2	3	4	4	8
ADRA2B	ADRA2B	6	10	20	22	24	9
ADRA2C	ADRA2C	983	1137	936	1026	1073	1089
ADRB1	ADRB1	66	87	48	110	96	94
ADRB2	ADRB2	22	13	4	23	24	19
ADRB3	ADRB3	0	0	0	0	0	0
ADRBK1	ADRBK1	4453	4773	3946	4787	4877	4752
ADRBK2	ADRBK2	1265	1526	1160	1363	1501	1464
ADRM1	ADRM1	6668.001	7171	6030.999	6762.001	6971.001	6474
ADSL	ADSL	3604	4061	3226	3588	3868	3480
ADSS	ADSS	2141	2304	1758	2318	2448	2310
ADSSL1	ADSSL1	30	37	28	68.999	72	83
ADTRP	ADTRP	6	1	0	0	5	0
AEBP1	AEBP1	11	1	15	3	0	0
AEBP2	AEBP2	1612	1787.001	1565	1679	1845.999	1962
AEN	AEN	3216.001	3781	3055	3459.999	3487	3279
AES	AES	3763	4207	3410	4713.001	4900	4859
AF064858.7	AF064858.7	0	0	0	0	0	0
AFAP1	AFAP1	1318	1608	1288	1518	1749	1554
AFAP1-AS1	AFAP1-AS1	1	2	3	0	0	1
AFAP1L1	AFAP1L1	177	244	175	237	293	264
AFAP1L2	AFAP1L2	10	12	2	36	22	42.001
AFF1	AFF1	2304	2617	2458	2666	2877.001	2956
AFF2	AFF2	0	0	0	0	0	0
AFF3	AFF3	2	12	6	0	2	0
AFF4	AFF4	3179.001	3634	3185	3440	3657	3859.001
AFG3L1P	AFG3L1P	1038	1159	1011	950	869	913
AFG3L2	AFG3L2	3891	4627	3545	3960	4458	4039
AFM	AFM	0	0	0	0	0	0
AFMID	AFMID	629.546	693	549	686.999	729.999	610
AFP	AFP	0	0	0	0	0	0
AFTPH	AFTPH	1185.001	1330	1036.001	1254	1309.999	1268
AGA	AGA	146.001	132.999	111	120	128	121
AGAP1	AGAP1	2718	3256.001	2688	3762	3775.001	3823.999
AGAP1-IT1	AGAP1-IT1	30	29	39	31	31	29
AGAP11	AGAP11	23.927	12.431	17.805	31.363	44.645	22.979
AGAP2	AGAP2	699.999	783	549.999	874	899	818.999
AGAP2-AS1	AGAP2-AS1	488	541	464	383	407	314
AGAP3	AGAP3	2210.001	2524	2089.999	2592	2672.999	2612.999
AGAP4	AGAP4	269.991	220.36	186.281	288.401	265.06	268.142
AGAP5	AGAP5	136.609	112.396	130.809	161.257	139.077	134.2
AGAP6	AGAP6	601.86	704.628	581.262	733.796	589.507	654.136
AGAP7	AGAP7	79.419	78.751	94.513	94.915	112.627	106.18
AGAP9	AGAP9	173.616	204.642	151.645	178.786	180.86	181.484
AGBL1	AGBL1	0	0	0	0	0	0
AGBL1-AS1	AGBL1-AS1	0	0	0	0	0	0
AGBL2	AGBL2	1	1	1	0	0	2
AGBL3	AGBL3	7	12	11	1	8	2
AGBL4	AGBL4	0	0	0	0	0	0
AGBL4-IT1	AGBL4-IT1	0	0	0	0	0	0
AGBL5	AGBL5	597.999	645	485	861	910	784
AGBL5-AS1	AGBL5-AS1	0	0	0	0	0	2
AGER	AGER	34	54	42	76.001	43	53
AGFG1	AGFG1	2975	3415	2797	3252.001	3341	3279
AGFG2	AGFG2	359.999	404	289	545	513	512
AGGF1	AGGF1	1423	1448	1229	1502	1543	1620
AGK	AGK	1231	1266.999	1158	1280	1460	1244
AGL	AGL	1669	1910.999	1494.999	2315	2495.001	2468.999
AGMAT	AGMAT	7	7	5	0	1	0
AGMO	AGMO	0	0	0	0	0	0
AGO1	AGO1	3095	3499	2791	4843	5090	5043
AGO2	AGO2	4446	5278	4399	4871	5009	4849
AGO3	AGO3	713	805.001	681.999	767	896	794
AGO4	AGO4	219	245	189.999	292	281	301
AGPAT1	AGPAT1	1427	1510.999	1280.001	1776	1789	1740
AGPAT2	AGPAT2	1815	1901	1608	2162	2158	1946
AGPAT3	AGPAT3	3542.999	3937	3386	3206.001	3503.999	3132.999
AGPAT4	AGPAT4	437	450	467	278.999	330	317
AGPAT4-IT1	AGPAT4-IT1	41	30	29	22	27	17
AGPAT5	AGPAT5	4411	4706	3916	4780	5142	5031
AGPAT6	AGPAT6	3366	3873	3111	3116	3202	2971
AGPAT9	AGPAT9	3242	3527.999	2891	1691.999	1835	1584.999
AGPS	AGPS	4254	4622	3680	3960	4342	4455
AGR2	AGR2	0	0	0	0	0	0
AGR3	AGR3	0	0	0	0	0	0
AGRN	AGRN	5218	5997	5495.999	6270	6040	5825
AGRP	AGRP	0	0	0	0	0	0
AGT	AGT	0	0	0	1	2	0
AGTPBP1	AGTPBP1	948	1108.999	901	900	930.001	828.999
AGTR1	AGTR1	0	0	0	0	0	0
AGTR2	AGTR2	0	0	0	0	0	0
AGTRAP	AGTRAP	1120	1237	1083	1006.999	1009	898.001
AGXT	AGXT	0	0	0	0	0	0
AGXT2	AGXT2	0	0	0	0	0	0
AHCTF1	AHCTF1	8082.211	9211.909	7332.439	7723.114	8418.835	8301.707
AHCTF1P1	AHCTF1P1	47.789	53.091	37.561	48.886	59.165	38.293
AHCY	AHCY	9920	11134	9161	13218	12882	12072
AHCYL1	AHCYL1	2772	3220	2634.999	3807	3860	3869
AHCYL2	AHCYL2	654	638	530.999	897.999	970	1063
AHDC1	AHDC1	1511	1994.002	1721	2377.999	2423	2336.999
AHI1	AHI1	855	941	730	920	876.999	864.001
AHNAK	AHNAK	37930	47148	39474.999	45945.998	48262	47503.999
AHNAK2	AHNAK2	702	967	825	2294	2109	2378
AHR	AHR	1917	2131	1834	1916	2134	2176
AHRR	AHRR	461	601	513	620	573	613
AHSA1	AHSA1	5552	6283	5206	6139	6161	5715
AHSA2	AHSA2	348	395	363	584	449	402
AHSG	AHSG	1	1	2	2	2	0
AHSP	AHSP	1	0	0	0	0	0
AICDA	AICDA	0	0	0	0	0	0
AIDA	AIDA	2934	3240	2700	2538	2778	2731
AIF1	AIF1	2	3	0	0	0	0
AIF1L	AIF1L	1249	1397	1224	2039	2191	2031
AIFM1	AIFM1	1466	1629	1360	1860	1940	1807
AIFM2	AIFM2	1264	1479	1205	1503	1359	1447
AIFM3	AIFM3	36	36	33	44	30	34
AIG1	AIG1	665	705.001	550	714	733	604
AIM1	AIM1	915	1039	890	1040	910	1020
AIM1L	AIM1L	137	175	153	272	281	252
AIM2	AIM2	18	21	12	0	0	0
AIMP1	AIMP1	1691	1766	1448.001	1368	1477	1472
AIMP2	AIMP2	1442	1654	1293	1527	1434	1400
AIP	AIP	777	804	662	1026	1076	1030
AIPL1	AIPL1	6	0	0	0	1	2
AIRE	AIRE	1	0	0	0	0	0
AIRN	AIRN	0	0	0	0	0	0
AJAP1	AJAP1	0	0	0	0	0	0
AJUBA	AJUBA	2437	2673	2363	2406.001	2483	2452
AK1	AK1	809	935	682.001	969	992	856
AK2	AK2	6316.001	7132.999	5631.999	6194	6581	5762
AK3	AK3	1535	1661	1426	1715	1993.001	1752
AK4	AK4	3810	4335	3447	4320	4830.001	4366
AK5	AK5	1	0	1	1	1	3
AK6	AK6	727.836	785.819	650.105	653.472	770.026	640.404
AK7	AK7	17	18	17	27	42	48
AK8	AK8	12	15	18	32	23	20
AK9	AK9	45	33	42	31	45	44
AKAP1	AKAP1	4829	5437	4397	4576	4760.001	4588
AKAP10	AKAP10	986	1072	937.999	1088.001	1129	1119
AKAP11	AKAP11	2956.001	3444	2793	3254	3536.001	3669
AKAP12	AKAP12	88485	102675	81752	72993.001	78212	76548.999
AKAP13	AKAP13	2737	3169	2741.001	3451.998	3511.999	3717.999
AKAP14	AKAP14	0	0	0	1	1	0
AKAP17A	AKAP17A	1043	1077	962	1041	1115	1063
AKAP17A-2	AKAP17A	0	0	0	0	0	0
AKAP2	AKAP2	8121.642	9509.694	7670.548	4078.791	4257.259	4328.314
AKAP3	AKAP3	120	135	107	126	140	107
AKAP4	AKAP4	1	0	0	0	0	3
AKAP5	AKAP5	23	36	23	33	34	22
AKAP6	AKAP6	85	96	64	108	118	92
AKAP7	AKAP7	64	49	69	55	69.001	80
AKAP8	AKAP8	2002	2063	1848	1948.999	1946	1974
AKAP8L	AKAP8L	2614	2790	2360	2655.999	2665	2545
AKAP9	AKAP9	2422.999	2632	2116	2532	2550	2736
AKIP1	AKIP1	596	679	577	612	617	586.999
AKIRIN1	AKIRIN1	3041	3382	2761	3187	3498	3237
AKIRIN2	AKIRIN2	1326	1540	1350	1269	1299	1255
AKNA	AKNA	934	1130	928	710.001	771	720
AKNAD1	AKNAD1	4	6	2	2	1	9
AKR1A1	AKR1A1	1997.001	2197.001	1739.999	2054	2106.001	1897
AKR1B1	AKR1B1	1401	1434	1209	1354	1385	1224
AKR1B10	AKR1B10	13	5	3	9	13	14
AKR1B15	AKR1B15	0	0	0	1	0	0
AKR1C1	AKR1C1	3	0	0	1.643	6.895	1
AKR1C2	AKR1C2	0	0	0	2.357	1.105	3
AKR1C3	AKR1C3	1	1	6	9	21	9
AKR1C4	AKR1C4	0	0	0	0	0	0
AKR1C6P	AKR1C6P	0	0	0	0	0	0
AKR1CL1	AKR1CL1	0	0	0	0	0	0
AKR1D1	AKR1D1	0	0	0	0	0	0
AKR1E2	AKR1E2	35	59	24	73	60.999	48
AKR7A2	AKR7A2	1351	1492	1149.939	1982	2076.979	1917.979
AKR7A2P1	AKR7A2P1	0	0	1	0	0	0
AKR7A3	AKR7A3	12	20.753	14.054	21.724	21	20
AKR7L	AKR7L	11	14.247	4.007	17.276	20.021	18.021
AKT1	AKT1	4768	5209.001	4470.001	5813	5897	5476
AKT1S1	AKT1S1	2743.999	3116.999	2631.999	3152	3321	2979
AKT2	AKT2	2978.999	3283.001	2751.001	3314.999	3310.999	3060
AKT3	AKT3	22	26	19	31	16	14
AKTIP	AKTIP	436	435.001	354	383.999	503	518
AL022344.4	AL022344.4	0	0	0	0	0	1
AL022476.2	AL022476.2	0	1	0	0	4	0
AL109763.2	AL109763.2	0	0	0	0	0	0
AL121656.5	AL121656.5	0	0	0	0	0	0
AL132709.5	AL132709.5	0	0	0	0	0	1
AL592528.1	AL592528.1	0	0	0	0	0	0
ALAD	ALAD	303	299	221	374	323	324
ALAS1	ALAS1	2459.999	2813	2324.001	2668.999	2631	2489.001
ALAS2	ALAS2	0	0	0	0	0	0
ALB	ALB	1	0	2	3	4	0
ALCAM	ALCAM	4339.001	4509	3756.999	4988.001	5372	5416.001
ALDH16A1	ALDH16A1	662	782	721	864	881	865
ALDH18A1	ALDH18A1	4874	5369	4245	5334	5413	5008
ALDH1A1	ALDH1A1	0	0	0	0	0	0
ALDH1A2	ALDH1A2	1	2	0	3	4	2
ALDH1A3	ALDH1A3	8893	10030	8328	12830	13637	13190
ALDH1B1	ALDH1B1	2794	3289	2664	3638	3878	3623
ALDH1L1	ALDH1L1	4	0	0	4	0	1
ALDH1L1-AS1	ALDH1L1-AS1	0	0	0	0	0	0
ALDH1L1-AS2	ALDH1L1-AS2	0	0	0	0	0	0
ALDH1L2	ALDH1L2	56	56	55	90	72	73
ALDH2	ALDH2	771	801	643	810	873	747
ALDH3A1	ALDH3A1	9	10	6	36	29	31
ALDH3A2	ALDH3A2	1429	1513	1281	2012	2183	2156
ALDH3B1	ALDH3B1	322	417	357	879	866	791
ALDH3B2	ALDH3B2	0	0	0	0	2	0
ALDH4A1	ALDH4A1	554	575	498	765	814	633
ALDH5A1	ALDH5A1	252	232	271	536	483	471
ALDH6A1	ALDH6A1	299.045	330	285	443	502	436
ALDH7A1	ALDH7A1	1450	1549	1186	1867	2083	1811.001
ALDH8A1	ALDH8A1	18	11	10	19	20	33
ALDH9A1	ALDH9A1	1693	1977	1554	2007	2456	1952
ALDOA	ALDOA	34494	36798.964	30788.998	37248.972	37870.948	34541.98
ALDOB	ALDOB	0	0	0	0	0	0
ALDOC	ALDOC	243	255	253	560	577.001	469
ALG1	ALG1	1336	1456	1171	1407	1444	1392
ALG10	ALG10	354.509	354.263	316.962	330.814	381.819	387.661
ALG10B	ALG10B	217.491	296.738	279.039	304.186	291.181	343.339
ALG11	ALG11	368.316	473.111	295.01	430.964	453.504	416.641
ALG12	ALG12	668	804	642	935	877	868
ALG13	ALG13	907.001	904	787	829	868	858.001
ALG14	ALG14	209	172	185	203	250	214
ALG1L	ALG1L	0	1	0	2	2	0
ALG1L2	ALG1L2	0	0	0	0	0	0
ALG1L9P	ALG1L9P	4	7	6	3	8	4
ALG2	ALG2	1316	1470	1131	1330	1286	1207
ALG3	ALG3	1567	1758.999	1298	1439.999	1411.001	1408
ALG5	ALG5	873	880.001	768	746	765	742
ALG6	ALG6	429	434	347	441	446	400
ALG8	ALG8	918	1039.001	820	976.999	1057.999	1024
ALG9	ALG9	793	761	704	815	812	805.999
ALK	ALK	0	0	0	0	0	0
ALKBH1	ALKBH1	688	774	566	660	718	726
ALKBH2	ALKBH2	628	716	601.001	681	710.001	649
ALKBH3	ALKBH3	513	477	397	503	479	356
ALKBH3-AS1	ALKBH3-AS1	0	0	0	0	0	0
ALKBH4	ALKBH4	556	680.999	522.999	694	690	703
ALKBH5	ALKBH5	6357	7118	6041	7382	7731	7299
ALKBH6	ALKBH6	286.999	266.001	227	361.001	332	354
ALKBH7	ALKBH7	356	379	320	471	437	451
ALKBH8	ALKBH8	919	1049.999	811	811	815.001	816.001
ALLC	ALLC	0	0	0	0	0	0
ALMS1	ALMS1	1940	2166	1790	2287	2351	2207
ALMS1-IT1	ALMS1-IT1	23	22	13	23	30	16
ALMS1P	ALMS1P	1	1	0	3	1	3
ALOX12	ALOX12	0	2	1	0	3	1
ALOX12B	ALOX12B	12	13	10	13	15	13
ALOX12P2	ALOX12P2	168	194	174	229	232	234
ALOX15	ALOX15	0	1	0	9	0	2
ALOX15B	ALOX15B	0	0	1	1	0	0
ALOX15P1	ALOX15P1	0	0	0	1	1	0
ALOX5	ALOX5	7	14	2	38	47	40
ALOX5AP	ALOX5AP	3	2	4	0	0	0
ALOXE3	ALOXE3	129	145	129	110	101	80
ALPI	ALPI	0	0	0	0	0	0
ALPK1	ALPK1	810	863	761	281	332	280
ALPK2	ALPK2	187	196	142	96	77	79
ALPK3	ALPK3	22	24	22	56	62	68
ALPL	ALPL	0	4	5	15	11	14
ALPP	ALPP	9	9	3	146.794	214.827	280.527
ALPPL2	ALPPL2	2	0	0	36.206	42.173	42.473
ALS2	ALS2	1554	1711	1349	1605	1672	1619
ALS2CL	ALS2CL	217.999	205.999	204	390	346	293
ALS2CR11	ALS2CR11	0	0	0	0	0	0
ALS2CR12	ALS2CR12	1	1	2	4	9	4
ALX1	ALX1	0	0	0	0	0	0
ALX3	ALX3	1	0	0	0	0	0
ALX4	ALX4	0	0	0	0	0	0
ALYREF	ALYREF	8117	9400	7264	8535	9103	8313
AMACR	AMACR	74	112	67	126.537	148	119
AMBN	AMBN	0	0	0	0	0	0
AMBP	AMBP	0	0	0	5	2	0
AMBRA1	AMBRA1	1712	1854	1579	1812	1740.001	1824
AMD1	AMD1	5638.001	6100	4876.001	5430	5784	5748.001
AMDHD1	AMDHD1	68	71	84	131	117	129
AMDHD2	AMDHD2	397	470	426	574	544	409
AMELX	AMELX	0	0	0	0	0	0
AMELY	AMELY	0	0	0	0	0	0
AMER1	AMER1	678	858	617	597	673	591
AMER2	AMER2	0	0	1	0	0	0
AMER3	AMER3	0	0	0	0	0	0
AMFR	AMFR	2915	3441	2768	3466.999	3947	3466
AMH	AMH	205	288	223	369	312	337
AMHR2	AMHR2	0	0	0	0	0	1
AMICA1	AMICA1	26	21	22	1	0	0
AMIGO1	AMIGO1	0	0	0	2	0	1
AMIGO2	AMIGO2	134.394	119.17	98.074	152.584	151.999	134.691
AMIGO3	AMIGO3	193	191	165	225	207	171
AMMECR1	AMMECR1	1374	1498	1195	1182	1380	1350
AMMECR1L	AMMECR1L	1766	1986.001	1633	1561.999	1695	1450
AMN	AMN	2	5	5	4	6	5
AMN1	AMN1	367.999	384	338	322.999	356	401
AMOT	AMOT	155	168	154	298.999	317	292
AMOTL1	AMOTL1	2306.001	2740	2164	3048	3229	2929
AMOTL2	AMOTL2	2998	3224	2777	2132.999	2368	2186.001
AMPD1	AMPD1	0	0	0	2	1	0
AMPD2	AMPD2	1675	1855	1563.001	2208.001	2261	2137
AMPD3	AMPD3	957	981	896	970	986	961
AMPH	AMPH	0	1	0	0	0	0
AMT	AMT	19.376	30.434	12.507	36.703	33.859	17.268
AMTN	AMTN	0	0	0	0	0	0
AMY1A	AMY1A	0	0	0	0	0	0
AMY1B	AMY1B	0	0	0	0	0	0
AMY1C	AMY1C	0	0	0	0	0	0
AMY2A	AMY2A	0	0	0	0	0	0
AMY2B	AMY2B	4	4	3	6	4	13
AMZ1	AMZ1	0	0	0	1	0	0
AMZ2	AMZ2	2037.79	2280	1808.954	2670	3019.867	2573.946
AMZ2P1	AMZ2P1	119.209	102	87.046	112	142.132	150.055
ANAPC1	ANAPC1	5556.825	6183.361	5097.532	5929.493	6193.933	5982.821
ANAPC10	ANAPC10	370	500.998	311.001	372	411	319
ANAPC11	ANAPC11	1718.001	1827	1555.001	1628	1650.998	1553.001
ANAPC13	ANAPC13	1245	1398	1102.999	1034.001	1144.999	1007
ANAPC15	ANAPC15	626.001	611.001	514	662.001	683.999	623
ANAPC16	ANAPC16	1100	1223.001	1031	1414	1429.001	1445.001
ANAPC1P1	ANAPC1P1	1.024	0	2.063	2.078	0	8.335
ANAPC2	ANAPC2	1530	1892	1456	1916	1919	1822
ANAPC4	ANAPC4	1086	1231.999	1002	1026	1101.001	1066
ANAPC5	ANAPC5	4145	4369	3655	4000	4240	3978
ANAPC7	ANAPC7	2293	2409	1920.999	2533	2556	2330.001
ANG	ANG	47.752	57.564	39.264	69.344	63.821	70.876
ANGEL1	ANGEL1	1057.001	1145.999	910	1314	1369	1206
ANGEL2	ANGEL2	1100	1121	948	990	1094	1062
ANGPT1	ANGPT1	0	0	0	0	0	0
ANGPT2	ANGPT2	47	31	32	63	53	70
ANGPT4	ANGPT4	0	0	1	0	0	1
ANGPTL1	ANGPTL1	0	0	0	0	0	0
ANGPTL2	ANGPTL2	0	0	0	0	0	0
ANGPTL3	ANGPTL3	0	0	0	0	0	0
ANGPTL4	ANGPTL4	58	93	95	97	68	95
ANGPTL5	ANGPTL5	0	0	0	0	0	0
ANGPTL6	ANGPTL6	2	5	0	5	2	2
ANGPTL7	ANGPTL7	0	0	0	0	0	0
ANHX	ANHX	0	0	0	0	0	0
ANK1	ANK1	15	19	17	44	45	69
ANK2	ANK2	402	440	300.001	243	252.999	261
ANK3	ANK3	134	130	112.999	218	247	189
ANKAR	ANKAR	18	18	24	16	22	32
ANKDD1A	ANKDD1A	48	57	38	106	96	98
ANKDD1B	ANKDD1B	4	13	5	5	7	12
ANKEF1	ANKEF1	1205.001	1440	1030	1165	1272	1237
ANKFN1	ANKFN1	5	12	6	18	14	15
ANKFY1	ANKFY1	3404.999	4057	3471.999	3175	3239	3016
ANKH	ANKH	997	1217	980	1378	1487	1462
ANKHD1	ANKHD1	1549.574	1887.954	1611.781	1489.552	1689.732	2058.007
ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3	2384.426	2510.046	1943.22	2940.448	2918.268	2539.993
ANKIB1	ANKIB1	2350	2572	2185	2645.999	2619.001	2793
ANKK1	ANKK1	1	1	1	5	4	5
ANKLE1	ANKLE1	634	771.001	633.999	809.001	765	732
ANKLE2	ANKLE2	2201.001	2531	1970	2428.999	2358.999	2340
ANKMY1	ANKMY1	290.999	303	280	366	325	383
ANKMY2	ANKMY2	692	720	617	1181	1334	1096
ANKRA2	ANKRA2	130	140	99	145	173.999	135
ANKRD1	ANKRD1	5	4	1	9	24	9
ANKRD10	ANKRD10	1754.999	2101	1795	2463	2324.999	2393
ANKRD11	ANKRD11	13541	16304.001	13858	12259	13617	13055.999
ANKRD12	ANKRD12	1269	1314	1141	1208	1234	1412.001
ANKRD13A	ANKRD13A	1709	1982	1498	875	913	830
ANKRD13B	ANKRD13B	794	924	752	965	934	953
ANKRD13C	ANKRD13C	1461	1714	1331	1509	1599	1638.999
ANKRD13D	ANKRD13D	609.999	697.001	568.001	717	625	556
ANKRD16	ANKRD16	205	272	230	247.999	277	284
ANKRD17	ANKRD17	7272	8140.999	6618.001	8188.001	8369	8328.001
ANKRD18A	ANKRD18A	648.973	688.756	661.841	662.961	600.949	724
ANKRD18B	ANKRD18B	2.026	4.244	4.16	2.039	2.051	0
ANKRD18CP	ANKRD18CP	0	0	0	0	0	0
ANKRD18DP	ANKRD18DP	31	26	27	39	30	35
ANKRD19P	ANKRD19P	306	291	213	380	286	263
ANKRD2	ANKRD2	3	6	2	29	16	19
ANKRD20A1	ANKRD20A1	78.878	65.579	49.62	92.755	94.055	86.836
ANKRD20A11P	ANKRD20A11P	0	0	0	0	0	0
ANKRD20A12P	ANKRD20A12P	0	0	1	0	0	0
ANKRD20A19P	ANKRD20A19P	0	0	0	1	2	0
ANKRD20A2	ANKRD20A2	16.121	0	21.88	67.85	0	41.385
ANKRD20A3	ANKRD20A3	38.262	49.412	32.871	24.587	39.675	29.47
ANKRD20A4	ANKRD20A4	24.673	26.009	31.63	36.808	47.27	55.309
ANKRD20A5P	ANKRD20A5P	13	5	11	7	5	7
ANKRD20A8P	ANKRD20A8P	1.066	0	0	0	0	0
ANKRD20A9P	ANKRD20A9P	2	2	0	1	0	2
ANKRD22	ANKRD22	16	23	13	13	20	9
ANKRD23	ANKRD23	45	66	56	86	88	84
ANKRD24	ANKRD24	47	56	29	61	39	59
ANKRD26	ANKRD26	304.999	319	228.001	426.999	332.999	370
ANKRD26P1	ANKRD26P1	3	0	3	9	0	0
ANKRD26P3	ANKRD26P3	0	0	0	0	0	0
ANKRD27	ANKRD27	2941	3289	2730.999	2824	2876	2843
ANKRD28	ANKRD28	1778	1884.999	1550	2114.001	2089.999	2125.999
ANKRD29	ANKRD29	24	39	28	45	45	46
ANKRD30A	ANKRD30A	0	0	0	0	0	0
ANKRD30B	ANKRD30B	0	0	0	0	0	0
ANKRD30BL	ANKRD30BL	0	0	0	0	0	0
ANKRD30BP2	ANKRD30BP2	0	0	0	0	0	0
ANKRD30BP3	ANKRD30BP3	0	0	0	0	0	0
ANKRD31	ANKRD31	34	23	11	38	16	38
ANKRD32	ANKRD32	642	746	582.999	664	728	746
ANKRD33	ANKRD33	0	0	0	0	0	1
ANKRD33B	ANKRD33B	3344.999	4166	3305	1525.999	1652.999	1692.001
ANKRD34A	ANKRD34A	26	35	15	46	58	44
ANKRD34B	ANKRD34B	0	0	0	0	0	0
ANKRD34C	ANKRD34C	0	0	0	0	0	1
ANKRD35	ANKRD35	1	0	0	2	0	0
ANKRD36	ANKRD36	725.472	741.315	627.685	899.646	663.687	829.343
ANKRD36B	ANKRD36B	488.554	478.868	328.034	642.213	447.802	512.961
ANKRD36BP1	ANKRD36BP1	0	0	0	0	0	0
ANKRD36BP2	ANKRD36BP2	2	1.001	0	0	0	0
ANKRD36C	ANKRD36C	686.972	645.815	561.281	614.143	518.51	679.697
ANKRD37	ANKRD37	38	42	25	47	42	37
ANKRD39	ANKRD39	475	474	422	481	517	464
ANKRD40	ANKRD40	6069	6687	5449	5232	5940	5712
ANKRD42	ANKRD42	494	551	495	447	482	434
ANKRD44	ANKRD44	185	211	161	201	218	173
ANKRD44-IT1	ANKRD44-IT1	1	2	0	4	2	4
ANKRD45	ANKRD45	5	10	7	10	9	8
ANKRD46	ANKRD46	436	560.999	378	490.001	573	544.999
ANKRD49	ANKRD49	178	177	149	142	181	158
ANKRD50	ANKRD50	1480	1532	1399	1966	2142	2089
ANKRD52	ANKRD52	4358	5230	4402	5289	5684	5685
ANKRD53	ANKRD53	0	2	1	0	2	1
ANKRD54	ANKRD54	951.001	1122	793	1110	1139.001	1103
ANKRD55	ANKRD55	0	0	0	0	0	0
ANKRD6	ANKRD6	179	223.001	197	312	328	337
ANKRD60	ANKRD60	0	0	0	0	0	0
ANKRD61	ANKRD61	7	6	4	10	4	8
ANKRD62	ANKRD62	2	1	4	13	7	14
ANKRD62P1-PARP4P3	ANKRD62P1-PARP4P3	1	0	0	0	0	0
ANKRD63	ANKRD63	1	5	8	11	13	18
ANKRD65	ANKRD65	1	4	0	0	0	0
ANKRD66	ANKRD66	0	0	0	0	0	0
ANKRD7	ANKRD7	0	0	0	1	0	0
ANKRD9	ANKRD9	381	537	325.001	420.001	486	494
ANKS1A	ANKS1A	1915.001	2300.999	1868.001	2198	2279	2149
ANKS1B	ANKS1B	4	5	4	10	12	11
ANKS3	ANKS3	314.999	327	308	286.999	292.999	313.001
ANKS4B	ANKS4B	2	0	0	0	0	0
ANKS6	ANKS6	1231	1464	1140.001	1779	1732.999	1697.001
ANKUB1	ANKUB1	0	1	0	2	0	2
ANKZF1	ANKZF1	512	552.999	425	672	608	534
ANLN	ANLN	8120	8478.999	6870.001	8601.999	9093	8646
ANO1	ANO1	5942.001	7112	5745.999	8437.001	8765	8021.001
ANO1-AS2	ANO1-AS2	2	3	2	2	3	2
ANO10	ANO10	284	322.999	245	443.001	442	484
ANO2	ANO2	17	10	11	6	7	5
ANO3	ANO3	0	0	0	0	0	0
