gene_id	gene_name	HCT116_EpiT_01	HCT116_EpiT_02	HCT116_EpiT_03	HCT116_Epi_01	HCT116_Epi_02	HCT116_Epi_03
RPL10	RPL10	20218.001	21408.999	18046	18914	20091.001	17812.001
RPL10A	RPL10A	15413	16138	13495	15284	16063	14573
RPL10L	RPL10L	0	0	0	0	0	0
RPL11	RPL11	10445	10524	8855	10099	10207	9720
RPL12	RPL12	23661	25361	21230	22272	23421	21822
RPL13	RPL13	46340	50311	41899.999	47947.001	50616	45585
RPL13A	RPL13A	44585.474	48234.414	39754.504	46350.657	49223.918	44925.351
RPL13AP17	RPL13AP17	0	0	0	0	0	0
RPL13AP20	RPL13AP20	33.138	34.141	29.125	35.152	44.934	33.182
RPL13AP3	RPL13AP3	2	8.001	4	4	2	2
RPL13AP5	RPL13AP5	274.388	291.445	245.321	302.191	277.148	218.467
RPL13AP6	RPL13AP6	2.001	0	1.051	0	0	0
RPL13P5	RPL13P5	25	22	23	31	28	20
RPL14	RPL14	20574	21253	17773	19403	20142	18499
RPL15	RPL15	29865.999	32185.001	25853	28628	32603	29216
RPL17	RPL17	18084.672	19490.198	16086.941	16524.722	18700.794	17028.68
RPL17-C18orf32	RPL17-C18orf32	52.177	40.837	29.286	58.607	58.392	86.183
RPL18	RPL18	19276	21176	17343	18932.001	20567	17859
RPL18A	RPL18A	21800	23516	19500	21947	22998	19971
RPL19	RPL19	26027.999	28600.999	23647	25374	26570	24304.999
RPL19P12	RPL19P12	12	6	5	10	10	19.001
RPL21	RPL21	12980.647	13667.719	11217.14	11777.527	13205.215	12151.541
RPL21P28	RPL21P28	32.353	23.281	38.86	35.473	38.785	32.459
RPL21P44	RPL21P44	8	8	5	12	10	3
RPL22	RPL22	7813	8580	7086	8060	9051	8244
RPL22L1	RPL22L1	5542	6010	4866	4580	5658	5092
RPL23	RPL23	12039	12859	10544	11678	12948	11814
RPL23A	RPL23A	13348	13960.982	11255.975	14217	14471	13244.962
RPL23AP32	RPL23AP32	3	7	2	5	1	3
RPL23AP53	RPL23AP53	290	372.228	305.052	344	375.808	385.99
RPL23AP64	RPL23AP64	0	0	0	0	0	0
RPL23AP7	RPL23AP7	222.017	184.297	176.199	175.235	180.105	195.564
RPL23AP82	RPL23AP82	218.736	228.639	222.15	205.411	216.908	213.512
RPL23P8	RPL23P8	0	2	2	0	1	1
RPL24	RPL24	15446	16080	13266	13839	15677	14294
RPL26	RPL26	14651	15457.999	12515	12640.001	14698.001	13277.999
RPL26L1	RPL26L1	923	1042	812	790.001	855.999	829.999
RPL27	RPL27	12939	13722	11071	11230	12971	11664
RPL27A	RPL27A	12548	13281	10623	12700	13319	12488
RPL28	RPL28	14296.001	15225.999	12816	14349.001	14792	13524
RPL29	RPL29	18659	20160	16513	18853	19486	17317
RPL29P2	RPL29P2	0	0	0	0	0	0
RPL3	RPL3	48954	52462	43446	49764	51456	45743
RPL30	RPL30	14793	16162	12984	13765	15506	13624
RPL31	RPL31	7773.999	7773	6329.001	7134	8321	7820
RPL31P11	RPL31P11	0	0	0	0	0	0
RPL32	RPL32	13964.243	14949.345	12302.797	13376	14490.374	13206.866
RPL32P3	RPL32P3	48	62	45	82	77	55
RPL34	RPL34	6369	6983.999	5776	5452.001	6654.999	6099
RPL34-AS1	RPL34-AS1	0	2	6	1	11	4
RPL35	RPL35	16445	17845	14494	14630	16723	14280
RPL35A	RPL35A	10707	11095	8910	9393	10727	9560
RPL36	RPL36	6008	6663	5340	5014	5632	5000
RPL36A	RPL36A	5351.058	5803.628	4706.154	5073.296	5774.572	5291.856
RPL36A-HNRNPH2	RPL36A-HNRNPH2	263.665	97.036	341.937	224.878	207.666	17.344
RPL36AL	RPL36AL	2943	3189	2442	2752	2848	2617
RPL37	RPL37	11004	11757	9711	9947	11508	10166
RPL37A	RPL37A	14707	15694	13320	13424	15375	13663
RPL38	RPL38	11364	12661	10337	10444	11643	10377
RPL39	RPL39	7557.999	8137	6438	6775	7749.998	6756.996
RPL39L	RPL39L	0	0	0	0	0	0
RPL3L	RPL3L	0	2	0	2	3	4
RPL4	RPL4	43755	46468	37448	41733	46501	42528
RPL41	RPL41	15444	16424	13161	14245	15451	14730
RPL5	RPL5	22176	24406	19364	22196	24209	21915
RPL6	RPL6	25038	26665.999	21584	24445	26194	24115.001
RPL7	RPL7	34754	37258	30048	33653	37086	34100
RPL7A	RPL7A	29370	31727	26467	30931	32941	30165
RPL7L1	RPL7L1	9375.274	10779.587	8658.954	7830.053	8593.909	8185.67
RPL8	RPL8	51599	57255	46713	53499	59395	53170
RPL9	RPL9	15630	16828	13346	14617	16468	14914
RPLP0	RPLP0	53239.996	56438.999	46583.999	54266.999	58647	52188
RPLP0P2	RPLP0P2	63.003	67	54.001	57.001	80	78
RPLP1	RPLP1	15172	16207	13332	14963	15684	14439
RPLP2	RPLP2	14267	15531	12922	13929	14929	13342
RPN1	RPN1	12583	13633	11082	12852	13276	12691
RPN2	RPN2	6250	6714	5658.999	7203	7460	6869
RPP14	RPP14	1383	1628	1349	1253	1322	1322
RPP21	RPP21	579.298	603.006	521.678	589.39	558.534	561
RPP25	RPP25	388	403	396	479	522	497
RPP25L	RPP25L	665	672	540	668	744	646
RPP30	RPP30	1272	1303	1172	1528	1437.999	1460.999
RPP38	RPP38	851.999	849	677	739	843	753
RPP40	RPP40	391	440.999	260.001	324	392	352
RPPH1	RPPH1	112046	121560	100122	119377	123059	103725
RPRD1A	RPRD1A	3504	3887	3168	4146	4559	4563
RPRD1B	RPRD1B	1457	1587	1288	1435	1508.001	1477
RPRD2	RPRD2	2576.001	3036	2450	2880.999	3067.001	3203
RPRM	RPRM	1	2	1	1	1	1
RPRML	RPRML	11	9	8	19	14	21
RPS10	RPS10	14106.576	14920.608	12546.609	13931.229	15311.618	13941.222
RPS10-NUDT3	RPS10-NUDT3	58.429	58.115	11.323	91.001	50.56	76.651
RPS10P7	RPS10P7	8.011	11.088	15.015	11.012	11.017	15.01
RPS11	RPS11	16384	17657	13915	16337	16998	15441
RPS12	RPS12	11492	11769	9718	9459	10830	9495
RPS13	RPS13	7840	8327	6473	6854.95	8008	7408
RPS14	RPS14	22405.991	24012.991	19379.997	21708.994	23417.992	21057.996
RPS14P3	RPS14P3	63.01	53.008	27.004	34.007	64.008	43.005
RPS15	RPS15	15296	16260	14116	15518	16356	14109
RPS15A	RPS15A	9428	10621	8658	9092	10485	9275
RPS15AP10	RPS15AP10	5	11	14	13	8	21
RPS16	RPS16	22129	23730	19739	21135	22338	19981
RPS16P5	RPS16P5	72	82	53	84	56	80
RPS17	RPS17	9042	9766	7975	8750	9767	8561
RPS18	RPS18	22745	24062.996	19948.999	22041.999	23621.998	20957.998
RPS18P9	RPS18P9	13	24.004	14.001	17.001	25.002	36.002
RPS19	RPS19	19188	21009	17166	19405	20456	18945
RPS19BP1	RPS19BP1	2181	2322	1951	2173	2235	2207
RPS2	RPS2	78038	84443	69029	81434	85005	76586
RPS20	RPS20	14757	15194	12535	14124	15292	14144
RPS21	RPS21	7729	8258	6851	6739	7770	7095
RPS23	RPS23	18223	19967	15940	18515	20466	18833
RPS24	RPS24	16617	17723	14267.999	15591.999	16974.999	15317
RPS25	RPS25	9583	9949	8588	9440	9789	9610
RPS26	RPS26	7613.874	8235.78	6730.106	7132.851	7868.627	7174.548
RPS26P11	RPS26P11	330.126	355.22	284.894	287.149	364.373	286.452
RPS27	RPS27	2461	2643	2249	2315	2645	2310
RPS27A	RPS27A	15669	16644.001	13729	13614	15762	14211
RPS27L	RPS27L	695	686	567	852	888	944
RPS28	RPS28	6784	7302	5920	6583	7048	6349
RPS29	RPS29	4908	5253	4300	3730	4378	4151
RPS2P32	RPS2P32	0	0	0	0	0	0
RPS3	RPS3	22373.001	24071.001	19834	22756	25051.001	22474.999
RPS3A	RPS3A	22335	24101	19725	21484	24508	22813
RPS4X	RPS4X	18751	20061	16700	18603	20087	19102
RPS4Y1	RPS4Y1	32	28	15	2	0	0
RPS4Y2	RPS4Y2	0	0	0	0	0	0
RPS5	RPS5	21273	22924	18907	21282	22702	19265
RPS6	RPS6	22294	24462	19835	23667	24865	22928
RPS6KA1	RPS6KA1	1311	1433	1274	1453	1460	1410
RPS6KA2	RPS6KA2	180	135	146	353	369	373
RPS6KA2-AS1	RPS6KA2-AS1	0	0	0	0	0	0
RPS6KA2-IT1	RPS6KA2-IT1	0	0	0	0	0	0
RPS6KA3	RPS6KA3	2384	2504.001	2026.999	2500	2738	2718
RPS6KA4	RPS6KA4	3871	4382	3636.999	3761.001	3980	3526.999
RPS6KA5	RPS6KA5	355	422	325	259	313	330
RPS6KA6	RPS6KA6	0	0	0	0	0	0
RPS6KB1	RPS6KB1	3822	3979.991	3467.999	3608.998	3950.991	3804.001
RPS6KB2	RPS6KB2	1081	1198.999	954	1196	1135	1041
RPS6KC1	RPS6KC1	980	979	890	1074.999	1083	1095
RPS6KL1	RPS6KL1	300.001	338.998	274	275.001	230.999	213
RPS7	RPS7	17303	18595	14685	16035	17892	15746
RPS7P5	RPS7P5	0	0	0	0	0	0
RPS8	RPS8	23318	24917	20526	22115	24181	22565
RPS9	RPS9	19900	21889	17447	19580	20765	18560.001
RPSA	RPSA	37469.507	39150.538	32356.846	36227.539	40031.25	36527.293
RPSAP52	RPSAP52	27	29	24.001	11	14	15
RPSAP58	RPSAP58	2148.272	2256.417	2007.108	1950.44	2266.742	2008.689
RPSAP9	RPSAP9	4.221	7.045	8.045	5.021	3.009	5.017
RPTN	RPTN	0	0	0	0	0	0
RPTOR	RPTOR	5514	6549	5451	6088	6203	5881
RPUSD1	RPUSD1	3273	3546	2825	3112	3282	3161
RPUSD2	RPUSD2	818	895	779	823	933	832
RPUSD3	RPUSD3	631	701	584	711	695	682
RPUSD4	RPUSD4	1835	2059	1609	1747	1829	1925
RQCD1	RQCD1	4536	5139	4086	4334	4401	4210.001
RRAD	RRAD	18	42	35	26	37	27
RRAGA	RRAGA	991	1182	960	1265	1230	1116
RRAGB	RRAGB	223.001	205.999	220	244	216	222.999
RRAGC	RRAGC	672	700	581	565	671	671
RRAGD	RRAGD	580	740	615	758	863	841
RRAS	RRAS	672	691	571	490	559	428
RRAS2	RRAS2	1879	2176	1591.999	1801	1972.001	1876
RRBP1	RRBP1	3676	4674	3835	4887	5376	5119
RREB1	RREB1	2557	3186.154	2763.999	2646.001	2816	2815
RRH	RRH	2	2	4	4	9	6
RRM1	RRM1	5558	5978	4878	5840	6185	5829
RRM2	RRM2	16222	17979	14580	14857	16487	15221
RRM2B	RRM2B	1767	2003	1691.999	2257	2552	2510
RRN3	RRN3	4288.074	4690.548	3746.112	4387.019	4809.338	4623.25
RRN3P1	RRN3P1	45.579	53.541	43.764	59.061	38.86	46.864
RRN3P2	RRN3P2	4.403	5.456	1.062	0	6.551	9.051
RRN3P3	RRN3P3	119.988	183.501	153.075	140.919	148.315	123.913
RRNAD1	RRNAD1	255	240.001	191.001	244	310.001	255
RRP1	RRP1	2735	2977	2341	2452	2502	2286
RRP12	RRP12	4718	5602	4529	4064	4115	3903
RRP15	RRP15	2041	2254	1762	1974	1904	2072
RRP1B	RRP1B	8660	9799	8064	9044	9813	9389
RRP36	RRP36	1814	1876	1526	1749	1770	1758
RRP7A	RRP7A	3909.996	4193.671	3509.903	3447.927	3350.529	3173.343
RRP7B	RRP7B	424.004	435.329	405.097	497.073	388.471	441.657
RRP8	RRP8	422	493	398	406	449	398
RRP9	RRP9	3141	3650	3008	2637	2877	2671
RRS1	RRS1	2885	3324	2741	2785	2846	2735
RS1	RS1	0	0	0	0	0	0
RSAD1	RSAD1	1400	1512	1212	1609	1621	1415
RSAD2	RSAD2	20	22	17	1	3	2
RSBN1	RSBN1	1025	1139	984	1186	1325	1239
RSBN1L	RSBN1L	860	961	777	935	1037	1085
RSBN1L-AS1	RSBN1L-AS1	103	119	78	125	110	131
RSC1A1	RSC1A1	444.243	476.442	459.847	437.296	451.874	479.424
RSF1	RSF1	2232	2630	2079	2658	2750	2728
RSG1	RSG1	78	112	74	122	116	100
RSL1D1	RSL1D1	9794	10819	8673	8807	9433	9063
RSL24D1	RSL24D1	5791	6133	4923	4077	4828	4418
RSPH1	RSPH1	6	2	7	14	6	6
RSPH10B	RSPH10B	9.617	4.963	2.285	0	5.269	3.538
RSPH10B2	RSPH10B2	5.383	6.037	4.715	4	6.731	5.462
RSPH3	RSPH3	458.001	523	426	665	638.999	681
RSPH4A	RSPH4A	13	10	11	18	17	21
RSPH6A	RSPH6A	6	2	9	5	3	4
RSPH9	RSPH9	0	2	0	2	0	0
RSPO1	RSPO1	2	1	4	12	2	7
RSPO2	RSPO2	0	0	0	1	0	0
RSPO3	RSPO3	0	0	0	0	0	0
RSPO4	RSPO4	4	9	14	15	10	24
RSPRY1	RSPRY1	1187.999	1471.001	1151	1145	1315.001	1196
RSRC1	RSRC1	609.001	664.001	571.999	644.999	605	575
RSRC2	RSRC2	1470.999	1670.001	1301.001	1524.001	1506.001	1564.999
RSU1	RSU1	934	1041.999	799.001	1094	1094	994
RSU1P2	RSU1P2	0	0	0	0	0	0
RTBDN	RTBDN	160	201.001	216.001	63	47	45
RTCA	RTCA	1339.999	1388	1183.001	1085.001	1214	1167
RTCB	RTCB	2086	2156	1829	1954	2056	1979
RTDR1	RTDR1	1	1	0	0	4	2
RTEL1	RTEL1	1863.974	2279.648	1893.426	2195.971	2015.181	1864.516
RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	168.5	57.225	69.143	69.778	61.685	104.608
RTF1	RTF1	1541	1777	1419	1727	1956	1946
RTFDC1	RTFDC1	2077.999	2349	1860.999	2315	2390	2250
RTKN	RTKN	2030	2267.999	1909.001	1974.999	2004	1879.001
RTKN2	RTKN2	543	546	503.001	898	896	958
RTL1	RTL1	0	0	0	0	0	0
RTN1	RTN1	9	10	12	47	28	40
RTN2	RTN2	186.001	239	167.999	245	270	288.001
RTN3	RTN3	3543	4028.001	3096	4407.001	4688.001	4662
RTN4	RTN4	12451	14417.999	11588	11244.999	12181.999	11647.001
RTN4IP1	RTN4IP1	305	356	304	312	336	288
RTN4R	RTN4R	438	505	471	666	678	630
RTN4RL1	RTN4RL1	302	304	258	244	257	277
RTN4RL2	RTN4RL2	645	763	644	865	959	867
RTP1	RTP1	0	0	0	0	0	0
RTP2	RTP2	0	0	0	0	0	0
RTP3	RTP3	0	0	0	0	0	0
RTP4	RTP4	34	17	17	0	0	0
RTTN	RTTN	1857	1984	1634.999	2574	2341	2422
RUFY1	RUFY1	912.999	1039	897.001	1099.002	1247.001	1135
RUFY2	RUFY2	377.001	464	366	426.999	433	463
RUFY3	RUFY3	620	615.999	539	662	554.001	715
RUFY4	RUFY4	1	2	5	0	1	1
RUNDC1	RUNDC1	897	1112.999	899	1081	1086	1021
RUNDC3A	RUNDC3A	8	9	4	3	3	4
RUNDC3B	RUNDC3B	103	115	72	99	108.001	128
RUNX1	RUNX1	2754	3272	2746	2826.001	3142.999	3028.001
RUNX1-IT1	RUNX1-IT1	2	4	0	0	1	2
RUNX1T1	RUNX1T1	0	0	0	0	0	0
RUNX2	RUNX2	734	730.001	733	1253	1271.001	1161
RUNX3	RUNX3	1414.999	1486.999	1180.999	1599	1568.001	1512.001
RUSC1	RUSC1	1663.999	1858	1622.001	2232.999	2084.999	2027
RUSC1-AS1	RUSC1-AS1	1	2	1	5	8	10
RUSC2	RUSC2	644	755	687	769	770	795
RUVBL1	RUVBL1	4768	5195	4101	4667	5030	4512
RUVBL2	RUVBL2	7468.999	8228	6713	7719.999	7869	7144
RWDD1	RWDD1	985	1073	857.999	880	999	1016.001
RWDD2A	RWDD2A	111	127	117	158.999	150	163
RWDD2B	RWDD2B	697	680	680	720	735	731
RWDD3	RWDD3	126.428	135.574	132.484	147.285	122.176	162.191
RWDD4	RWDD4	401	439	412	399	441	409
RXFP1	RXFP1	0	0	0	0	0	0
RXFP2	RXFP2	0	0	0	0	0	0
RXFP3	RXFP3	0	0	0	0	0	0
RXFP4	RXFP4	0	2	0	0	1	4
RXRA	RXRA	2335	2742	2182	3296	3432	3215
RXRB	RXRB	969	1126.001	827	1026	1029	985
RXRG	RXRG	0	0	0	0	0	0
RYBP	RYBP	1683	1681	1400	1333	1478	1512
RYK	RYK	2365	2594	1970	2434	2588	2431
RYR1	RYR1	73	89	65	170	178	160
RYR2	RYR2	1	0	0	0	0	0
RYR3	RYR3	1	1	2	2	5	0
S100A1	S100A1	0	0	0	0	1	1
S100A10	S100A10	2304	2557	2312	4050	4385	3810
S100A11	S100A11	3524	3854	3136	1950	2118	1833
S100A12	S100A12	0	0	0	0	0	0
S100A13	S100A13	684	745.999	622	660.001	760	644.001
S100A14	S100A14	632.999	795	584	860	872	826
S100A16	S100A16	3265.001	3600	3031	2981	3354.999	2972
S100A2	S100A2	144	173	123	302	298	275
S100A3	S100A3	115	123	88	105	102	88
S100A4	S100A4	623	637	501	2690	2681	2595
S100A5	S100A5	9	2	6	72	58	40
S100A6	S100A6	5490	5729	4791	6520	6602	6344
S100A7	S100A7	0	0	0	0	0	0
S100A7A	S100A7A	0	0	0	0	0	0
S100A7L2	S100A7L2	0	0	0	0	0	0
S100A8	S100A8	0	0	0	0	0	0
S100A9	S100A9	0	0	1	0	0	0
S100B	S100B	0	0	0	0	0	0
S100G	S100G	0	0	0	0	0	0
S100P	S100P	0	2	0	2	0	0
S100PBP	S100PBP	974.999	1039.001	938.001	1260	1154.001	1151
S100Z	S100Z	0	0	0	0	0	1
S1PR1	S1PR1	40	20	14	3	2	1
S1PR2	S1PR2	448	460	419	541	484	521
S1PR3	S1PR3	0	0	0	0	0	0
S1PR4	S1PR4	11	6	8	3	5	9
S1PR5	S1PR5	90	109	74	192	186.999	178
SAA1	SAA1	64.357	74.721	56.964	0	0	1
SAA2	SAA2	20.643	28.404	23.251	0	1	0
SAA2-SAA4	SAA2-SAA4	0	5.71	4.784	0	0	0
SAA3P	SAA3P	0	0	0	0	0	0
SAA4	SAA4	4	1.166	0	0	0	0
SAAL1	SAAL1	1384	1496	1143	1226	1353	1229
SAC3D1	SAC3D1	1013	1164	847	1146	1290.001	1270
SACM1L	SACM1L	1266	1333	1094	1464	1596	1511
SACS	SACS	10975	12721	10303	11365	11365	11962
SACS-AS1	SACS-AS1	0	0	0	0	0	0
SAE1	SAE1	8128.999	9596	7437.001	9013.999	10043	9099.001
SAFB	SAFB	6599.096	7152.934	6055.066	7112.579	7442.932	7146.094
SAFB2	SAFB2	1628.904	1831.067	1567.934	1692.421	1692.068	1822.904
SAG	SAG	0	0	0	0	0	0
SAGE1	SAGE1	0	0	0	0	0	0
SALL1	SALL1	0	0	0	0	0	0
SALL2	SALL2	3	2	1	0	0	0
SALL3	SALL3	0	0	0	0	0	0
SALL4	SALL4	21	32	36	29	16	28
SAMD1	SAMD1	860	1042	887	1235	1236	1261
SAMD10	SAMD10	76	85	51	97	68	71
SAMD11	SAMD11	9	14	17	41	34	25
SAMD12	SAMD12	497	529	434	676	667	685
SAMD12-AS1	SAMD12-AS1	0	8	0	0	0	1
SAMD13	SAMD13	70	74.001	58	162	210	219
SAMD14	SAMD14	25	20	20	30	18	27
SAMD15	SAMD15	30	22	20	26	26	34
SAMD3	SAMD3	65	100	81	98	92	78
SAMD4A	SAMD4A	897	1037	955	618	537.999	603
SAMD4B	SAMD4B	3904	4548	3918	3881.001	4250	4020.001
SAMD5	SAMD5	127	159	152	386	472	466
SAMD7	SAMD7	0	0	0	0	0	0
SAMD8	SAMD8	1242	1403.999	1166	1484.001	1575	1539
SAMD9	SAMD9	1353	1546	1191	486	547	522
SAMD9L	SAMD9L	172	198.001	180	0	0	0
SAMHD1	SAMHD1	1907	2310	1751	1030	1237	1313
SAMM50	SAMM50	1392	1542	1244	1729	1778	1656
SAMSN1	SAMSN1	39	19	15	0	0	0
SAMSN1-AS1	SAMSN1-AS1	0	0	0	0	0	0
SAP130	SAP130	1084	1315.999	1052	1509	1607.001	1529
SAP18	SAP18	3489	3647	3110	3429	3995	3627
SAP25	SAP25	17	39	16	41	49	25
SAP30	SAP30	278	297	247	277	286	255
SAP30BP	SAP30BP	3346	3340	2713	2959	3030	2823
SAP30L	SAP30L	493	627	427.001	661	709	638
SAP30L-AS1	SAP30L-AS1	7	1	4	9	2	7
SAPCD1	SAPCD1	21.56	20.656	20.625	51.625	33.877	29.907
SAPCD2	SAPCD2	6490	7366	5894	7249	7416	7337
SAR1A	SAR1A	4293	4800	3751	3758	3778	3862
SAR1B	SAR1B	1618	1830	1573	1905	1979	1849
SARDH	SARDH	33	33	28	131	109	109
SARM1	SARM1	23	22	26	34	26	26
SARNP	SARNP	2036	2314	1768	2010	2111.999	2101.001
SARS	SARS	5629	6007	4898.001	4570	5070.999	4282
SARS2	SARS2	796	839	700	1068	1052	1016
SART1	SART1	2836	3145	2798	2969	3143	2887
SART3	SART3	4387	4964	4047	4646	4772	4369
SASH1	SASH1	486	629	482	782	806	782
SASH3	SASH3	25	27	19	0	0	0
SASS6	SASS6	1161	1182	919	1204	1116	1146
SAT1	SAT1	1950	2104	1714	2236	2102	2064
SAT2	SAT2	297.999	329	308	415	453	451.001
SATB1	SATB1	54	35	45	50	54	50
SATB2	SATB2	817	952	863	882	903	978
SATB2-AS1	SATB2-AS1	2	0	3	0	1	1
SATL1	SATL1	0	0	1	0	0	0
SAV1	SAV1	1946	2260	1813	2140	2461	2403
SAYSD1	SAYSD1	198	222	172	228	282	214
SBDS	SBDS	2930.383	3155.977	2403.234	1899.664	2068.591	2001.571
SBDSP1	SBDSP1	1670.617	1832.022	1400.766	1103.335	1259.41	1128.43
SBF1	SBF1	7470.001	8608.999	7305.001	9201.999	9334.001	8839.999
SBF1P1	SBF1P1	0	0	0	0	0	0
SBF2	SBF2	1284.999	1479	1249	1459.999	1510	1376.001
SBF2-AS1	SBF2-AS1	163	152	160	170	146	139
SBK1	SBK1	648	802	664	1155	1359	1324
SBK2	SBK2	0	0	0	1	3	0
SBK3	SBK3	15	11	3	18	11	12
SBNO1	SBNO1	4803.999	5466	4465	5387	5501.001	5503
SBNO2	SBNO2	6679	7392	6168	3149	3060.999	2936
SBSN	SBSN	14	15	8	12	13	13
SBSPON	SBSPON	0	0	0	0	0	0
SC5D	SC5D	1258	1254	1007	1516	1678	1810
SCAF1	SCAF1	6470	7658	6423	6689	7074	6972
SCAF11	SCAF11	4353	4736.999	4093	4467.999	4685	4733
SCAF4	SCAF4	1995.999	2164	1844.999	2101	2086.001	2054
SCAF8	SCAF8	2858	3326	2869.001	3261.001	3296	3326.999
SCAI	SCAI	739.999	784	699	1117	1088.001	1092.999
SCAMP1	SCAMP1	1569	1662	1463	1734	1974	1845
SCAMP2	SCAMP2	1760	1892	1686	2067	2076	2053
SCAMP3	SCAMP3	1985	2245	1718	1941.001	1939.001	1728
SCAMP4	SCAMP4	2517	2840	2489	2634	2817	2663
SCAMP5	SCAMP5	97	116	93	171	214.999	212
SCAND1	SCAND1	710	717	640	1019	922	913
SCAND2P	SCAND2P	152	130	96	148	127	131
SCAND3	SCAND3	0	0	0	0	0	0
SCAP	SCAP	2696	3172.999	2599	3465	3506.001	3326
SCAPER	SCAPER	236	235	193	324	200	256
SCARA3	SCARA3	1160	1373	1175	2622	2666	2437
SCARA5	SCARA5	0	1	0	4	1	2
SCARB1	SCARB1	3958	4488	4007	5526	5380	5243
SCARB2	SCARB2	2093	2202	1726	1958	2286	2178
SCARF1	SCARF1	16	23	29	27	27	18
SCARF2	SCARF2	55	63	51	87	67.001	80.999
SCARNA1	SCARNA1	9	4	4	3	6	4
SCARNA10	SCARNA10	1145	1390	1169	1314	1479	1292
SCARNA11	SCARNA11	1	0	1	0	0	2
SCARNA12	SCARNA12	339	390	315	336	328	289
SCARNA13	SCARNA13	820.177	947.408	675.464	769.787	796.994	718.359
SCARNA14	SCARNA14	0	0	1	0	0	0
SCARNA15	SCARNA15	0	0	0	0	0	0
SCARNA16	SCARNA16	18	30	23	12	18	13
SCARNA17	SCARNA17	360	347	322	377	351	338
SCARNA18	SCARNA18	1	0	1	0	0	2
SCARNA2	SCARNA2	14491	15215	11977	15583	13114	12891
SCARNA20	SCARNA20	0	0	0	0	0	0
SCARNA21	SCARNA21	2	1	2	2	2	4
SCARNA22	SCARNA22	2	2	2	0	4	3
SCARNA23	SCARNA23	0	2	1	0	0	0
SCARNA27	SCARNA27	0	0	0	0	0	0
SCARNA3	SCARNA3	0	1	4	0	0	0
SCARNA4	SCARNA4	0	2	0	0	0	4
SCARNA5	SCARNA5	281	326	242	258	277	289
SCARNA6	SCARNA6	66	62	64	52	85	56
SCARNA7	SCARNA7	290	285	281	285	293	281
SCARNA8	SCARNA8	0	0	0	0	0	1
SCARNA9	SCARNA9	224	203	158	227	220	214
SCARNA9L	SCARNA9L	36	34	19	32	35	27
SCART1	SCART1	24	23	20	42	37	26
SCCPDH	SCCPDH	12	12	5	1	0	0
SCD	SCD	28707	34336	28818	49357	52693	51373
SCD5	SCD5	866	926	834	1576	1745	1614
SCEL	SCEL	3	5	1	4	1	7
SCFD1	SCFD1	1330.001	1394	1105	1269	1414.999	1445
SCFD2	SCFD2	564	629	611	739	713	703
SCG2	SCG2	68	79	66	152	145	150
SCG3	SCG3	1	1	4	0	1	0
SCG5	SCG5	16	27	7	7	12	15
SCGB1A1	SCGB1A1	0	0	0	0	0	0
SCGB1B2P	SCGB1B2P	1	0	5	3	1	2
SCGB1C1	SCGB1C1	0	0	0	0	0	0
SCGB1D1	SCGB1D1	0	0	0	0	0	0
SCGB1D2	SCGB1D2	1	0	0	0	0	0
SCGB1D4	SCGB1D4	0	0	0	0	0	0
SCGB2A1	SCGB2A1	0	0	0	0	0	0
SCGB2A2	SCGB2A2	0	0	0	0	0	0
SCGB2B2	SCGB2B2	0	0	0	0	0	0
SCGB2B3P	SCGB2B3P	0	0	0	0	0	0
SCGB3A1	SCGB3A1	0	0	0	0	1	0
SCGB3A2	SCGB3A2	0	0	0	0	0	0
SCGN	SCGN	0	0	0	0	0	0
SCHIP1	SCHIP1	37.629	54.139	27.257	20.216	54.435	8.659
SCHLAP1	SCHLAP1	0	0	0	0	0	0
SCIMP	SCIMP	0	0	0	0	0	0
SCIN	SCIN	0	0	0	0	3	0
SCLT1	SCLT1	419	442.999	346	451	474.001	487
SCLY	SCLY	939	966	826	999	1093.925	882.814
SCMH1	SCMH1	825	864	728.001	907.999	998	892.999
SCML1	SCML1	485	590.689	428	346.999	334.999	355
SCML2	SCML2	331.001	360.311	288	343	347	367
SCML4	SCML4	0	2	0	0	0	0
SCN10A	SCN10A	0	0	0	0	0	0
SCN11A	SCN11A	2	0	0	1	2	4
SCN1A	SCN1A	0	0	0	0	0	0
SCN1B	SCN1B	64	85.001	73	127	106	119
SCN2A	SCN2A	10	18	2	5	4	7
SCN2B	SCN2B	2	0	0	5	2	3
SCN3A	SCN3A	1	3	2.06	1	3	3
SCN3B	SCN3B	15	16	16	26	20	18
SCN4A	SCN4A	17	5	8	29	36	27
SCN4B	SCN4B	1	7	5	8	4	6
SCN5A	SCN5A	341	408	367.999	621	692	638
SCN7A	SCN7A	2	2	0	0	0	0
SCN8A	SCN8A	369	444	372	617	541	608
SCN9A	SCN9A	8	15	15.941	2	5	5
SCNM1	SCNM1	505	589	462	487	536.999	481
SCNN1A	SCNN1A	521	597	551	1566	1568.999	1637
SCNN1B	SCNN1B	1	0	3	5	3	1
SCNN1D	SCNN1D	17	22	14	60	31	38
SCNN1G	SCNN1G	0	1	0	0	0	0
SCO1	SCO1	2246	2291	1929	1727	1916	1885
SCO2	SCO2	778.152	935.959	703.822	830.55	833.937	793.587
SCOC	SCOC	1212.001	1226.001	1077	1320.001	1518.001	1455.001
SCP2	SCP2	1015.999	1103	941.001	1236.999	1402.001	1208
